"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"10651",2006,"17","071",308,7614,0.0404517993170475,11.2924768489513,0
"10652",2007,"17","071",297,7565,0.0392597488433576,-2.94684165801152,0
"10653",2008,"17","071",276,7463,0.036982446737237,-5.80060283932721,0
"10654",2009,"17","071",351,7340,0.0478201634877384,29.305029024997,0
"10655",2010,"17","071",308,7343,0.0419447092469018,-12.2865624295558,0
"10656",2011,"17","071",234,7216,0.0324279379157428,-22.6888480145132,0
"10657",2012,"17","071",214,7043,0.0303847792134034,-6.30061247695778,0
"10658",2013,"17","071",305,6963,0.0438029584949016,44.1608582614916,0
"10659",2014,"17","071",221,7011,0.0315218941663101,-28.0370658754042,0
"10660",2015,"17","071",231,6997,0.0330141489209661,4.73402628275725,0
"10661",2016,"17","071",212,6886,0.0307871042695324,-6.74572789007875,0
"10662",2017,"17","071",309,6819,0.0453145622525297,47.1868281466601,0
"10663",2018,"17","071",216,6697,0.032253247722861,-28.8236581805213,0
"10664",2019,"17","071",255,6646,0.0383689437255492,18.9614889490754,0
"10665",2020,"17","071",248,6334,0.0391537732870224,2.04548128060823,0
"10666",2021,"17","071",212,6304,0.0336294416243655,-14.109321270673,0
"10667",2005,"17","073",2150,50572,0.0425136439136281,NA,NA
"10668",2006,"17","073",2126,50392,0.0421892363867281,-0.763066858157627,0
"10669",2007,"17","073",2169,50528,0.0429266941101963,1.74797599252179,0
"10670",2008,"17","073",2278,50492,0.0451160579893845,5.10023873156376,0
"10671",2009,"17","073",2161,50536,0.0427615956941586,-5.21867911372006,0
"10672",2010,"17","073",1941,50452,0.0384722112106557,-10.0309270827536,0
"10673",2011,"17","073",1890,50283,0.0375872561303025,-2.30024491056047,0
"10674",2012,"17","073",2037,50249,0.0405381201615953,7.85070349658699,0
"10675",2013,"17","073",2053,49917,0.0411282729330689,1.45579708462341,0
"10676",2014,"17","073",1990,49824,0.0399405908798972,-2.88775085475741,0
"10677",2015,"17","073",1295,49638,0.0260888835166606,-34.6807772696433,0
"10678",2016,"17","073",1995,49498,0.0403046587740919,54.489780094855,0
"10679",2017,"17","073",2741,49219,0.055689875860948,38.1723045295842,0
"10680",2018,"17","073",2042,49069,0.0416148688581385,-25.2739062266063,0
"10681",2019,"17","073",1953,48913,0.0399280354915871,-4.05343910202313,0
"10682",2020,"17","073",1985,49172,0.0403685023997397,1.10315196510329,0
"10683",2021,"17","073",1887,48868,0.0386142260784153,-4.34565618499554,0
"10684",2005,"17","075",1391,30548,0.045534895901532,NA,NA
"10685",2006,"17","075",1284,30308,0.0423650521314504,-6.96135064618633,0
"10686",2007,"17","075",1268,30282,0.0418730599035731,-1.16131623384011,0
"10687",2008,"17","075",1280,30228,0.0423448458382956,1.12670517943753,0
"10688",2009,"17","075",1088,29863,0.0364330442353414,-13.9610889729766,0
"10689",2010,"17","075",1090,29701,0.036699101040369,0.73026235004962,0
"10690",2011,"17","075",1026,29500,0.0347796610169492,-5.23020992069662,0
"10691",2012,"17","075",1114,29267,0.0380633477978611,9.4413996137331,0
"10692",2013,"17","075",1207,28940,0.0417069799585349,9.57254779591032,0
"10693",2014,"17","075",1098,28719,0.0382325289877781,-8.33062229442429,0
"10694",2015,"17","075",826,28522,0.0289601009746862,-24.2527194998167,0
"10695",2016,"17","075",1099,28163,0.0390228313744985,34.7468760851628,0
"10696",2017,"17","075",1377,27777,0.0495733880548655,27.0368815094794,0
"10697",2018,"17","075",997,27484,0.0362756512880221,-26.8243452558177,0
"10698",2019,"17","075",848,27114,0.0312753559046987,-13.7841643244996,0
"10699",2020,"17","075",1073,26977,0.0397746228268525,27.1756041659527,0
"10700",2021,"17","075",1044,26761,0.0390119950674489,-1.91737269948099,0
"10701",2005,"17","077",3251,60006,0.0541779155417792,NA,NA
"10702",2006,"17","077",3189,60170,0.0529998338042214,-2.17446855564111,0
"10703",2007,"17","077",2982,59518,0.0501024900030243,-5.46670355967476,0
"10704",2008,"17","077",3210,59605,0.0538545424041607,7.48875435314681,0
"10705",2009,"17","077",3118,59664,0.0522593188522392,-2.96209656736081,0
"10706",2010,"17","077",3054,60373,0.0505855266427045,-3.20285883225393,0
"10707",2011,"17","077",2784,60369,0.0461163842369428,-8.83482431116739,0
"10708",2012,"17","077",2776,59066,0.0469982731182068,1.91231141785285,0
"10709",2013,"17","077",2717,59760,0.0454651941097724,-3.26199008329186,0
"10710",2014,"17","077",2570,59359,0.0432958776259708,-4.77137847154898,0
"10711",2015,"17","077",1943,59214,0.0328131860708616,-24.2117543976547,0
"10712",2016,"17","077",2499,58726,0.0425535537921874,29.6843095342557,0
"10713",2017,"17","077",2880,57904,0.0497374965460072,16.8821217351268,0
"10714",2018,"17","077",2387,57289,0.0416659393600866,-16.228314142137,0
"10715",2019,"17","077",2387,56750,0.0420616740088106,0.949779735682817,0
"10716",2020,"17","077",2581,52906,0.0487846369031868,15.9835837560054,0
"10717",2021,"17","077",2511,52666,0.0476778187065659,-2.2687843281838,0
"10718",2005,"17","079",302,9905,0.0304896516910651,NA,NA
"10719",2006,"17","079",301,9807,0.0306923625981442,0.66485150152919,0
"10720",2007,"17","079",316,9776,0.0323240589198036,5.3162942945229,0
"10721",2008,"17","079",342,9786,0.0349478847332925,8.11725352932502,0
"10722",2009,"17","079",304,9701,0.0313369755695289,-10.3322681510497,0
"10723",2010,"17","079",318,9725,0.0326992287917738,4.34711135164391,0
"10724",2011,"17","079",338,9754,0.0346524502768095,5.97329526477122,0
"10725",2012,"17","079",306,9672,0.0316377171215881,-8.69991337160644,0
"10726",2013,"17","079",369,9607,0.038409493077964,21.4041232189764,0
"10727",2014,"17","079",248,9633,0.0257448354614347,-32.9727278379396,0
"10728",2015,"17","079",215,9630,0.0223260643821391,-13.2794442769571,0
"10729",2016,"17","079",229,9583,0.0238964833559428,7.03401614778107,0
"10730",2017,"17","079",416,9523,0.0436837131156148,82.8039400816318,0
"10731",2018,"17","079",273,9624,0.0283665835411471,-35.0637079177057,0
"10732",2019,"17","079",212,9610,0.022060353798127,-22.2311923248448,0
"10733",2020,"17","079",299,9240,0.0323593073593074,46.6853508127093,0
"10734",2021,"17","079",291,9204,0.0316166883963494,-2.29491612633157,0
"10735",2005,"17","081",1384,39624,0.0349283262669089,NA,NA
"10736",2006,"17","081",1528,39545,0.0386395245922367,10.6251822574268,0
"10737",2007,"17","081",1381,39412,0.0350400893128996,-9.31542330637332,0
"10738",2008,"17","081",1478,39277,0.0376301652366525,7.39175034807734,0
"10739",2009,"17","081",1404,38970,0.036027713625866,-4.25842299843432,0
"10740",2010,"17","081",1209,38755,0.0311959747129403,-13.411172751903,0
"10741",2011,"17","081",1247,38749,0.0321814756509845,3.15906442133215,0
"10742",2012,"17","081",1493,38658,0.0386207253349889,20.0091809146339,0
"10743",2013,"17","081",1637,38641,0.0423643280453404,9.69324806274418,0
"10744",2014,"17","081",1253,38374,0.0326523166727472,-22.9249744317884,0
"10745",2015,"17","081",983,38272,0.0256845735785953,-21.3391998000785,0
"10746",2016,"17","081",1262,38214,0.0330245459779139,28.5773574432064,0
"10747",2017,"17","081",1570,38045,0.0412669207517414,24.9583288119686,0
"10748",2018,"17","081",1286,37708,0.034104168876631,-17.3571270757054,0
"10749",2019,"17","081",1207,37684,0.0320295085447405,-6.08330418312023,0
"10750",2020,"17","081",1306,36998,0.035299205362452,10.20838897089,0
"10751",2021,"17","081",1385,36882,0.0375521934819153,6.3825462820752,0
"10752",2005,"17","083",1022,22500,0.0454222222222222,NA,NA
"10753",2006,"17","083",1103,22736,0.0485133708655876,6.80536638705688,0
"10754",2007,"17","083",985,22838,0.0431298712671863,-11.096939879352,0
"10755",2008,"17","083",1165,23084,0.0504678565239993,17.013696172091,0
"10756",2009,"17","083",928,23060,0.0402428447528187,-20.2604439249727,0
"10757",2010,"17","083",875,22995,0.0380517503805175,-5.44468062772267,0
"10758",2011,"17","083",838,22879,0.0366274749770532,-3.7429957603042,0
"10759",2012,"17","083",929,22710,0.0409070893879348,11.6841644518569,0
"10760",2013,"17","083",901,22599,0.0398690207531307,-2.5376252633372,0
"10761",2014,"17","083",850,22492,0.0377912146540992,-5.21158046970159,0
"10762",2015,"17","083",651,22260,0.0292452830188679,-22.6135405105438,0
"10763",2016,"17","083",857,21947,0.0390486171230692,33.5210779046883,0
"10764",2017,"17","083",1257,21912,0.0573658269441402,46.9087285814521,0
"10765",2018,"17","083",907,21795,0.0416150493232393,-27.4567254756707,0
"10766",2019,"17","083",1205,21773,0.0553437743994856,32.989808493582,0
"10767",2020,"17","083",956,21495,0.0444754594091649,-19.6378275754566,0
"10768",2021,"17","083",1055,21370,0.0493682732802995,11.0011542008407,0
"10769",2005,"17","085",959,22680,0.042283950617284,NA,NA
"10770",2006,"17","085",966,22828,0.0423164534781847,0.0768680797944257,0
"10771",2007,"17","085",798,22758,0.0350645926707092,-17.1372130965891,0
"10772",2008,"17","085",912,22715,0.0401496808276469,14.5020596836577,0
"10773",2009,"17","085",819,22685,0.0361031518624642,-10.078608053084,0
"10774",2010,"17","085",745,22648,0.0328947368421053,-8.88680033416876,0
"10775",2011,"17","085",849,22640,0.0375,14,0
"10776",2012,"17","085",984,22543,0.043649913498647,16.3997693297254,0
"10777",2013,"17","085",1015,22399,0.0453145229697754,3.81354586459834,0
"10778",2014,"17","085",966,22341,0.0432388881428763,-4.58050684608012,0
"10779",2015,"17","085",581,22066,0.0263301006072691,-39.1055095582817,0
"10780",2016,"17","085",1007,21814,0.0461630145777941,75.324110098727,0
"10781",2017,"17","085",1257,21495,0.0584787159804606,26.6787199997782,0
"10782",2018,"17","085",958,21331,0.0449111621583611,-23.2008408437573,0
"10783",2019,"17","085",868,21235,0.0408759124087591,-8.98495954162413,0
"10784",2020,"17","085",1129,22057,0.0511855646733463,25.2218278615794,0
"10785",2021,"17","085",979,21932,0.0446379719131862,-12.7918736502083,0
"10786",2005,"17","087",625,12816,0.0487671660424469,NA,NA
"10787",2006,"17","087",616,12889,0.0477926914423152,-1.99821863604624,0
"10788",2007,"17","087",552,12792,0.0431519699812383,-9.71010696620453,0
"10789",2008,"17","087",545,12671,0.0430116012942941,-0.325289174527254,0
"10790",2009,"17","087",489,12604,0.0387972072357982,-9.79827286517459,0
"10791",2010,"17","087",550,12604,0.0436369406537607,12.4744376278119,0
"10792",2011,"17","087",520,12855,0.0404511863088292,-7.30059050245749,0
"10793",2012,"17","087",698,12856,0.0542937149968886,34.2203281317314,0
"10794",2013,"17","087",550,12867,0.0427450066060465,-21.2708015863419,0
"10795",2014,"17","087",482,12887,0.0374020330565686,-12.4996437565694,0
"10796",2015,"17","087",304,12777,0.0237927526023323,-36.3864724509841,0
"10797",2016,"17","087",622,12454,0.0499437931588245,109.91179118102,0
"10798",2017,"17","087",586,12399,0.0472618759577385,-5.36987087175633,0
"10799",2018,"17","087",554,12423,0.0445947033727763,-5.64339127661206,0
"10800",2019,"17","087",537,12417,0.0432471611500362,-3.02175397709383,0
"10801",2020,"17","087",665,13322,0.049917429815343,15.4235988858686,0
"10802",2021,"17","087",755,13471,0.0560463217281568,12.2780598590233,0
"10803",2005,"17","089",26802,475384,0.056379684633896,NA,NA
"10804",2006,"17","089",28001,485179,0.0577127204598715,2.36439035555391,0
"10805",2007,"17","089",27194,495752,0.0548540399231874,-4.95329368275369,0
"10806",2008,"17","089",25044,504437,0.0496474287175604,-9.49175523428702,0
"10807",2009,"17","089",22196,511273,0.0434132058606654,-12.5569903979536,0
"10808",2010,"17","089",20888,516068,0.0404752862025935,-6.76734095035789,0
"10809",2011,"17","089",21475,519110,0.0413688813546262,2.20775499291089,0
"10810",2012,"17","089",27427,520669,0.0526764604768096,27.3335385244082,0
"10811",2013,"17","089",28125,522626,0.0538147738535779,2.16095266550679,0
"10812",2014,"17","089",26272,525625,0.049982401902497,-7.12141234953098,0
"10813",2015,"17","089",19122,528760,0.0361638550571148,-27.6468243209655,0
"10814",2016,"17","089",25848,530726,0.0487030972667629,34.673411310394,0
"10815",2017,"17","089",36596,532272,0.068754321098987,41.1703258262959,0
"10816",2018,"17","089",26554,532720,0.0498460729839315,-27.5011778355471,0
"10817",2019,"17","089",24204,532403,0.0454618024316167,-8.79561877166971,0
"10818",2020,"17","089",26850,516141,0.0520206687707429,14.4272025927525,0
"10819",2021,"17","089",25676,516183,0.0497420488470174,-4.38022035773399,0
"10820",2005,"17","091",4329,107917,0.0401141618095388,NA,NA
"10821",2006,"17","091",4641,109735,0.042292796281952,5.43108561698802,0
"10822",2007,"17","091",4598,111499,0.0412380380093095,-2.49394309520409,0
"10823",2008,"17","091",4214,112658,0.0374052441903815,-9.29431661628214,0
"10824",2009,"17","091",3518,113107,0.0311032915734658,-16.8477783084121,0
"10825",2010,"17","091",3389,113418,0.0298806185966954,-3.93100831107368,0
"10826",2011,"17","091",3271,113519,0.0288145596772346,-3.56772707369138,0
"10827",2012,"17","091",3408,112974,0.0301662329385522,4.69093845770441,0
"10828",2013,"17","091",3521,112735,0.0312325364793542,3.53475869185932,0
"10829",2014,"17","091",3273,111883,0.0292537740318011,-6.33558036140032,0
"10830",2015,"17","091",2413,111750,0.021592841163311,-26.1878445501155,0
"10831",2016,"17","091",3255,111080,0.0293032048973713,35.7079630037811,0
"10832",2017,"17","091",4775,110540,0.0431970327483264,47.4140214342272,0
"10833",2018,"17","091",3691,109953,0.0335688885250971,-22.2889018311156,0
"10834",2019,"17","091",3256,109862,0.0296371811909486,-11.7123548228562,0
"10835",2020,"17","091",3616,107250,0.0337156177156177,13.7612160157615,0
"10836",2021,"17","091",3754,106652,0.0351985898060983,4.39847225398359,0
"10837",2005,"17","093",10572,81107,0.130346332622338,NA,NA
"10838",2006,"17","093",12436,90740,0.137050914701345,5.14366760009411,0
"10839",2007,"17","093",13381,100917,0.132594111993024,-3.25193211445002,0
"10840",2008,"17","093",11762,108559,0.108346613362319,-18.2870100838117,0
"10841",2009,"17","093",7922,112490,0.0704240376922393,-35.0011638511154,0
"10842",2010,"17","093",7189,115373,0.062310939301223,-11.5203539258448,0
"10843",2011,"17","093",6804,116814,0.0582464430633315,-6.52292564270775,0
"10844",2012,"17","093",8848,118246,0.0748270554606498,28.4663088856606,0
"10845",2013,"17","093",9429,119566,0.0788602110968001,5.38996972595191,0
"10846",2014,"17","093",8718,121374,0.0718275742745563,-8.91785188554882,0
"10847",2015,"17","093",6046,122878,0.049203274792884,-31.498069801428,0
"10848",2016,"17","093",9206,124535,0.0739229935359537,50.2399867633299,0
"10849",2017,"17","093",14000,126152,0.110977233813178,50.1254596233336,0
"10850",2018,"17","093",9786,127717,0.0766225326307383,-30.9565304540507,0
"10851",2019,"17","093",9289,128990,0.0720133343670052,-6.01546060340485,0
"10852",2020,"17","093",10874,132348,0.0821621784991084,14.0930068317364,0
"10853",2021,"17","093",10540,134948,0.0781041586388831,-4.93903634781218,0
"10854",2005,"17","095",1649,53513,0.0308149421635864,NA,NA
"10855",2006,"17","095",1816,53196,0.034137905105647,10.7836092127647,0
"10856",2007,"17","095",1790,52894,0.0338412674405415,-0.868939274942547,0
"10857",2008,"17","095",1851,52836,0.0350329320917556,3.52133575761574,0
"10858",2009,"17","095",1819,52817,0.0344396690459511,-1.69344388374536,0
"10859",2010,"17","095",1707,52912,0.0322611127910493,-6.32571774134963,0
"10860",2011,"17","095",1681,52705,0.0318945071625083,-1.13637006545758,0
"10861",2012,"17","095",1817,52302,0.034740545294635,8.92328612455311,0
"10862",2013,"17","095",1853,52129,0.0355464328876441,2.31973213481357,0
"10863",2014,"17","095",1521,51944,0.0292815339596489,-17.6245502545853,0
"10864",2015,"17","095",1044,51370,0.0203231458049445,-30.5939851616017,0
"10865",2016,"17","095",1471,50917,0.0288901545652729,42.1539501933016,0
"10866",2017,"17","095",2069,50577,0.0409079225735018,41.5981436896662,0
"10867",2018,"17","095",1466,49978,0.0293329064788507,-28.2952918810618,0
"10868",2019,"17","095",1411,49699,0.0283909132980543,-3.21138712072598,0
"10869",2020,"17","095",1551,49799,0.0311452037189502,9.7013096830691,0
"10870",2021,"17","095",1759,49347,0.0356455306300282,14.4495022466004,0
"10871",2005,"17","097",32690,684419,0.0477631392465726,NA,NA
"10872",2006,"17","097",32547,689891,0.0471770178187569,-1.22714176049017,0
"10873",2007,"17","097",28893,692995,0.0416929415075145,-11.6244658200121,0
"10874",2008,"17","097",27590,697369,0.0395629860231814,-5.10867165356798,0
"10875",2009,"17","097",25358,701042,0.0361718698737023,-8.57143631042447,0
"10876",2010,"17","097",24541,704170,0.0348509592853998,-3.65176197115203,0
"10877",2011,"17","097",24667,701642,0.0351561052502558,0.875574076332056,0
"10878",2012,"17","097",29111,702083,0.041463758558461,17.9418432824248,0
"10879",2013,"17","097",33084,704207,0.0469805043119424,13.3049823394642,0
"10880",2014,"17","097",29716,704294,0.0421926070646633,-10.1912427663361,0
"10881",2015,"17","097",20927,704611,0.0297000756445755,-29.6083420513506,0
"10882",2016,"17","097",29513,704158,0.0419124685084881,41.1190631635416,0
"10883",2017,"17","097",40322,702475,0.0573999074700167,36.9518654297159,0
"10884",2018,"17","097",29884,699587,0.0427166313839451,-25.5806615955636,0
